-0.00440000044,-0.03999999911,0
-0.00438000029,-0.03999999911,-0.03999999911
-0.0043600006,-0.03999999911,0
-0.00434000045,-0.03999999911,0
-0.0043200003,-0.03999999911,0
-0.00430000061,-0.03999999911,-0.03999999911
-0.00428000046,-0.03999999911,-0.03999999911
-0.00426000031,-0.03999999911,-0.03999999911
-0.00424000062,-0.03999999911,-0.03999999911
-0.00422000047,-0.03999999911,-0.03999999911
-0.00420000032,-0.03999999911,0
-0.00418000063,-0.03999999911,0
-0.00416000048,-0.03999999911,-0.03999999911
-0.00414000032,-0.03999999911,0
-0.00412000064,-0.03999999911,-0.03999999911
-0.00410000049,-0.03999999911,-0.03999999911
-0.00408000033,-0.03999999911,0
-0.00406000065,-0.03999999911,0
-0.00404000049,-0.03999999911,0
-0.00402000034,-0.03999999911,-0.03999999911
-0.00400000066,-0.03999999911,0
-0.0039800005,-0.03999999911,0
-0.00396000035,-0.03999999911,0
-0.00394000066,-0.03999999911,0
-0.00392000051,-0.03999999911,0
-0.00390000036,-0.03999999911,0
-0.00388000044,-0.03999999911,0
-0.00386000052,-0.03999999911,0
-0.00384000037,-0.079999998212,0
-0.00382000045,-0.03999999911,0
-0.00380000053,-0.03999999911,-0.03999999911
-0.00378000038,-0.03999999911,-0.03999999911
-0.00376000046,-0.03999999911,-0.03999999911
-0.00374000054,-0.03999999911,0
-0.00372000039,-0.03999999911,0
-0.00370000047,-0.03999999911,0
-0.00368000055,-0.03999999911,0
-0.0036600004,-0.03999999911,-0.03999999911
-0.00364000048,-0.03999999911,-0.03999999911
-0.00362000056,-0.03999999911,-0.03999999911
-0.0036000004,-0.03999999911,-0.03999999911
-0.00358000048,-0.03999999911,0
-0.00356000056,-0.03999999911,0
-0.00354000041,-0.03999999911,-0.03999999911
-0.00352000049,-0.03999999911,-0.03999999911
-0.00350000057,-0.03999999911,0
-0.00348000042,-0.03999999911,0
-0.0034600005,-0.03999999911,0
-0.00344000058,-0.079999998212,-0.03999999911
-0.00342000043,-0.03999999911,-0.03999999911
-0.00340000051,-0.03999999911,-0.03999999911
-0.00338000036,-0.03999999911,-0.03999999911
-0.00336000044,-0.03999999911,-0.03999999911
-0.00334000052,-0.03999999911,-0.03999999911
-0.00332000037,-0.03999999911,-0.03999999911
-0.00330000045,-0.03999999911,0
-0.00328000053,-0.03999999911,0
-0.00326000038,-0.03999999911,0
-0.00324000046,-0.03999999911,0
-0.00322000054,-0.03999999911,0
-0.00320000038,-0.03999999911,0
-0.00318000047,-0.079999998212,0
-0.00316000055,-0.03999999911,0
-0.00314000039,-0.03999999911,-0.03999999911
-0.00312000047,-0.03999999911,0
-0.00310000055,-0.03999999911,0
-0.0030800004,-0.03999999911,0
-0.00306000048,-0.03999999911,0
-0.00304000056,-0.03999999911,0
-0.00302000041,-0.03999999911,-0.03999999911
-0.00300000049,-0.03999999911,0
-0.00298000057,-0.03999999911,-0.03999999911
-0.00296000042,-0.03999999911,-0.03999999911
-0.0029400005,-0.03999999911,0
-0.00292000058,-0.03999999911,0
-0.00290000043,-0.03999999911,0
-0.00288000051,-0.03999999911,-0.03999999911
-0.00286000059,-0.03999999911,0
-0.00284000044,-0.03999999911,0
-0.00282000052,-0.03999999911,0
-0.00280000037,-0.03999999911,0
-0.00278000045,-0.03999999911,0
-0.00276000053,-0.03999999911,0
-0.00274000037,-0.03999999911,0
-0.00272000046,-0.03999999911,0
-0.0027000005,-0.03999999911,0
-0.0026800004,-0.03999999911,-0.03999999911
-0.0026600005,3.9599998,0
-0.0026400005,3.91999984,-0.03999999911
-0.0026200004,3.9599998,0
-0.0026000005,4,0
-0.0025800006,3.9599998,0
-0.0025600004,3.91999984,0
-0.0025400005,3.9599998,0
-0.0025200006,3.91999984,0.03999999911
-0.0025000004,3.91999984,0.03999999911
-0.0024800005,3.91999984,0.03999999911
-0.0024600006,3.91999984,0.079999998212
-0.0024400004,3.91999984,0.079999998212
-0.0024200005,3.91999984,0.079999998212
-0.0024000006,3.9599998,0.1199999973
-0.0023800004,3.91999984,0.1199999973
-0.0023600005,3.91999984,0.15999999642
-0.0023400006,3.9599998,0.15999999642
-0.0023200004,3.91999984,0.23999999464
-0.0023000005,3.91999984,0.23999999464
-0.0022800006,3.91999984,0.23999999464
-0.0022600004,3.9599998,0.28000000119
-0.0022400005,3.91999984,0.28000000119
-0.0022200006,3.91999984,0.31999999285
-0.0022000005,3.9599998,0.3599999845
-0.0021800005,3.91999984,0.39999997616
-0.0021600006,3.91999984,0.39999997616
-0.0021400005,3.9599998,0.439999997616
-0.0021200005,3.91999984,0.479999989271
-0.0021000004,3.91999984,0.519999980927
-0.0020800005,3.9599998,0.560000002384
-0.0020600006,3.91999984,0.560000002384
-0.0020400004,3.91999984,0.599999964237
-0.0020200005,3.91999984,0.599999964237
-0.0020000006,3.91999984,0.639999985695
-0.0019800004,3.91999984,0.680000007153
-0.0019600005,3.91999984,0.680000007153
-0.0019400005,3.91999984,0.719999969006
-0.0019200005,3.91999984,0.759999990463
-0.0019000005,3.91999984,0.799999952316
-0.0018800005,3.91999984,0.839999973774
-0.0018600005,3.91999984,0.839999973774
-0.0018400005,3.91999984,0.919999957085
-0.0018200005,3.91999984,0.919999957085
-0.0018000006,3.91999984,0.919999957085
