time,V(vcap),I(C1)
0.000630815116782947,0.003436924,0.00001366057
0.000630935116782947,0.003583349,0.00001076616
0.000631055116782947,0.003695968,0.00000802706
0.000631135116782947,0.003753199,0.000006289935
0.000631215116782947,0.003796824,0.000004625407
0.000631295116782947,0.003827427,0.000003034412
0.000631335116782947,0.003838029,0.00000226671
0.000631375116782947,0.003845598,0.000001517626
0.000631415116782947,0.003850207,0.0000007872072
0.000631455116782947,0.003851932,0.00000007548456
0.000631495116782947,0.003850848,-0.0000006175239
0.000631535116782947,0.00384703,-0.000001291815
0.000631575116782947,0.003840551,-0.000001947397
0.000631615116782947,0.003831488,-0.000002584294
0.000631655116782947,0.003819914,-0.000003202542
0.000631735116782946,0.003789534,-0.000004383293
0.000631815116782946,0.003750003,-0.00000549018
0.000631895116782946,0.00370191,-0.000006523911
0.000632015116782946,0.003614988,-0.000007939309
0.000632135116782946,0.003512038,-0.000009195755
0.000632255116782946,0.003394943,-0.00001029759
0.000632375116782946,0.003265528,-0.00001124981
0.000632495116782946,0.003125556,-0.00001205795
0.000632637973925803,0.002941773,-0.00001281025
0.00063278083106866,0.002754029,-0.00001340777
0.000632923688211517,0.002562323,-0.00001385052
0.000633066545354374,0.002366655,-0.00001413848
0.000633209402497231,0.002167025,-0.00001427167
0.000633352259640088,0.001963433,-0.00001425008
0.000633495116782946,0.001755879,-0.00001407372
0.000633632259640088,0.001562042,-0.00001380369
0.000633769402497231,0.001374726,-0.0000134681
0.000633906545354374,0.00119393,-0.00001306696
0.000634043688211517,0.001019655,-0.00001260026
0.00063418083106866,0.0008518997,-0.00001206801
0.000634317973925802,0.0006906653,-0.0000114702
0.000634455116782945,0.0005359513,-0.00001080683
0.000634592259640088,0.0003920032,-0.00001011868
0.000634729402497231,0.0002578273,-0.000009424314
0.000634866545354373,0.0001334236,-0.000008723744
0.000635003688211516,0.00001879209,-0.000008016968
0.000635140831068659,-0.00008606715,-0.000007303985
0.000635277973925802,-0.0001811542,-0.000006584795
0.000635415116782945,-0.0002664689,-0.000005859399
